row_id,account_id,event_time,amount,currency
R00000,A0036,1772324040000,226.24,USD
R00001,A0003,1772328660000,10.26,SEK
R00002,A0024,1772337780000,55.43,EUR
R00003,A0006,1772350500000,42.92,GBP
R00004,A0035,1772352900000,76.97,SEK
R00005,A0026,1772360940000,29.29,USD
R00006,A0013,1772368380000,1.52,EUR
R00007,A0029,1772372580000,22.91,SEK
R00008,A0004,1772379720000,56.76,USD
R00009,A0056,1772394840000,38.8,GBP
R00010,A0046,1772394900000,14.3,EUR
R00011,A0033,1772397000000,10.37,GBP
R00012,A0054,1772400780000,21.37,USD
R00013,A0004,1772406420000,14.9,EUR
R00014,A0034,1772408940000,45.07,GBP
R00015,A0020,1772413440000,17.55,EUR
R00016,A0007,1772420940000,34.22,USD
R00017,A0029,1772452320000,52.88,EUR
R00018,A0010,1772453880000,1.89,GBP
R00019,A0016,1772472540000,2.08,GBP
R00020,A0007,1772472840000,17.27,EUR
R00021,A0018,1772472960000,21.01,SEK
R00022,A0022,1772474220000,91.32,GBP
R00023,A0022,1772475300000,4.4,GBP
R00024,A0043,1772477820000,105.77,USD
R00025,A0012,1772485920000,7.02,EUR
R00026,A0008,1772510160000,2.41,SEK
R00027,A0021,1772516460000,18.85,USD
R00028,A0021,1772518200000,93.2,GBP
R00029,A0035,1772523300000,2.51,EUR
R00030,A0044,1772523720000,8.47,USD
R00031,A0044,1772529300000,23.4,GBP
R00032,A0049,1772529480000,5.83,GBP
R00033,A0028,1772533980000,103.56,USD
R00034,A0003,1772543400000,25.4,SEK
R00035,A0057,1772543700000,128.86,SEK
R00036,A0004,1772545440000,5.73,EUR
R00037,A0034,1772547840000,4.04,USD
R00038,A0046,1772548560000,42.35,SEK
R00039,A0054,1772557920000,3.38,EUR
R00040,A0011,1772560740000,36.93,GBP
R00041,A0055,1772560980000,12.68,GBP
R00042,A0035,1772562900000,10.03,GBP
R00043,A0045,1772576580000,19.78,SEK
R00044,A0058,1772589000000,288.69,SEK
R00045,A0039,1772606700000,17.11,USD
R00046,A0020,1772620680000,44.88,USD
R00047,A0022,1772624220000,6.46,EUR
R00048,A0003,1772630460000,1.05,GBP
R00049,A0034,1772634000000,28.09,SEK
R00050,A0007,1772634000000,7.81,GBP
R00051,A0035,1772647320000,39.72,SEK
R00052,A0005,1772655720000,20.17,USD
R00053,A0056,1772661060000,22.43,USD
R00054,A0020,1772664660000,23.49,SEK
R00055,A0015,1772679180000,14.07,SEK
R00056,A0056,1772680980000,23.54,EUR
R00057,A0052,1772714040000,7.98,SEK
R00058,A0022,1772717460000,8.68,GBP
R00059,A0044,1772718660000,31.78,USD
R00060,A0049,1772721240000,45.23,SEK
R00061,A0032,1772723820000,30.71,GBP
R00062,A0040,1772733120000,54.03,USD
R00063,A0017,1772743140000,13.03,EUR
R00064,A0030,1772755440000,16.36,GBP
R00065,A0006,1772755740000,24.76,USD
R00066,A0013,1772757060000,117.24,GBP
R00067,A0015,1772759400000,20.1,SEK
