entity_id,event_time,f1,f2,f3,f4,f5,f6
E0000,2026-02-27T00:00:00Z,1.1498,1.5151,1.0395,10.3455,3.4505,5.2143
E0001,2026-02-27T00:00:00Z,1.1998,1.9419,1.5365,13.4454,2.559,2.472
E0002,2026-02-27T00:00:00Z,1.3567,0.8169,-1.1593,11.7698,4.1708,3.5656
E0003,2026-02-27T00:00:00Z,1.0431,1.1702,1.5031,11.8976,2.7147,6.7637
E0004,2026-02-27T00:00:00Z,2.3627,0.6762,2.316,10.0892,2.4371,7.3445
E0005,2026-02-27T00:00:00Z,3.7604,0.3943,5.5667,8.162,2.8222,5.6028
E0006,2026-02-27T00:00:00Z,-1.3406,1.0914,3.9889,6.5495,2.4831,5.5775
E0007,2026-02-27T00:00:00Z,3.57,1.4508,2.6942,7.2807,1.3225,6.1595
E0008,2026-02-27T00:00:00Z,-0.5595,1.3666,2.4655,11.3751,4.4823,2.0615
E0009,2026-02-27T00:00:00Z,2.7111,0.0401,2.8026,9.3657,2.4992,5.566
E0010,2026-02-27T00:00:00Z,3.4152,0.7946,1.7189,11.3214,2.1037,5.7009
E0011,2026-02-27T00:00:00Z,0.9704,0.2027,3.2582,10.9691,2.2836,6.2281
E0012,2026-02-27T00:00:00Z,1.8901,1.6749,3.5963,7.282,2.5624,4.5404
E0013,2026-02-27T00:00:00Z,2.5283,0.3032,4.799,13.4082,4.066,5.1543
E0014,2026-02-27T00:00:00Z,4.2645,0.5459,4.918,7.881,3.3329,4.4737
E0015,2026-02-27T00:00:00Z,0.8075,1.0302,3.031,9.3235,2.7617,0.3046
E0016,2026-02-27T00:00:00Z,0.3806,1.5265,5.2546,10.0335,3.0364,4.5826
E0017,2026-02-27T00:00:00Z,0.1647,0.8634,2.4975,7.6944,3.1423,5.5356
E0018,2026-02-27T00:00:00Z,0.1406,1.0827,3.7911,11.9065,2.3938,4.7691
E0019,2026-02-27T00:00:00Z,2.5452,0.2717,5.113,10.8177,2.1446,0.8532
E0020,2026-02-27T00:00:00Z,1.6487,1.1473,1.2503,10.6929,3.4909,5.2626
E0021,2026-02-27T00:00:00Z,-1.9009,0.8575,3.7577,11.5355,3.5101,6.076
E0022,2026-02-27T00:00:00Z,-0.8561,0.3529,1.7505,8.0075,1.8024,3.3822
E0023,2026-02-27T00:00:00Z,0.38,0.5935,4.8847,13.6019,3.7444,6.5218
E0024,2026-02-27T00:00:00Z,4.3982,0.4171,2.1794,10.1015,1.9227,6.2664
E0025,2026-02-27T00:00:00Z,3.5074,0.8477,0.5931,8.8547,2.7868,5.4792
E0026,2026-02-27T00:00:00Z,-1.7583,1.2673,2.7367,9.4674,3.1782,1.9219
E0027,2026-02-27T00:00:00Z,0.8772,1.7587,0.1409,10.0729,2.6997,0.597
E0028,2026-02-27T00:00:00Z,2.2751,0.8116,4.3636,9.5548,3.6684,6.3464
E0029,2026-02-27T00:00:00Z,-0.7636,2.1254,2.2037,9.4467,3.4471,1.2262
