query_id,embedding
Q000,"[-2.507734, 1.188889, 3.096472, -2.694127, 6.112504, -4.57631, -5.299919, -2.301643, -2.955139, 0.84496, 0.575046, -0.441739, -0.028603, -1.057272, -4.76776, 2.786808]"
Q001,"[-2.721622, 4.298352, 6.435279, -3.387232, 1.557285, 0.184127, -0.875412, -3.25965, 1.45188, 3.427191, 0.833981, -7.069411, 4.834028, -0.561788, 2.716274, 5.876996]"
Q002,"[-2.005175, -0.047546, -3.630763, -0.981819, 3.500587, 3.162385, -1.037102, -2.840132, 4.625478, -7.609907, -1.252702, -1.613481, 4.797087, 2.060707, -3.571016, 1.410828]"
Q003,"[-3.398828, 4.555902, 7.558021, -4.228151, 2.48713, -0.007252, -1.299777, -4.05989, 2.178196, 3.392643, 0.5645, -7.143414, 4.98256, -0.778738, 2.109158, 5.842117]"
Q004,"[-1.542298, 0.751589, 1.068907, -1.038117, 5.971213, -5.278228, -4.272899, -3.348531, -3.296951, 0.552264, 0.092188, -0.109994, 0.254698, -0.341638, -5.071645, 3.16877]"
Q005,"[-3.061157, 4.548291, 7.092663, -4.334992, 0.9857, 0.629017, -1.505354, -5.229061, 2.160568, 3.182246, 0.092928, -8.785507, 3.880738, -1.229614, 2.989765, 5.344217]"
Q006,"[-2.213511, 1.140387, 2.580992, -3.046332, 4.234427, -6.048666, -4.789993, -1.025657, -4.173397, 0.282117, 0.235473, 0.605795, -0.091242, -0.97983, -5.727979, 1.623635]"
Q007,"[-3.087254, 4.874538, 6.001828, -3.656249, 1.329545, 0.261498, -0.453168, -3.853283, 1.237996, 2.548781, 0.687942, -7.600965, 4.462992, 0.015087, 3.667466, 5.708705]"
Q008,"[-2.149171, 0.828956, 4.505887, -1.977328, 5.742916, -6.79959, -3.750607, -2.073937, -3.21765, -0.929833, 0.103542, -0.697308, -0.308737, -0.446094, -5.486928, 3.489684]"
Q009,"[9.479285, 0.762125, -2.693902, -3.834329, 1.497483, 0.570604, 1.676655, -2.142792, 0.647159, -1.587822, 0.756297, 1.918799, 2.246458, -0.178065, -3.287177, -0.827894]"
Q010,"[-2.209587, 0.404516, -2.179641, -0.24554, 4.730106, 2.78589, -1.589029, -0.75806, 3.06215, -6.600705, -2.35694, -1.540683, 4.344082, 2.222361, -3.672486, 0.67309]"
Q011,"[-1.351338, -0.174307, 1.959973, -1.671508, 5.723944, -4.914934, -3.979272, -1.695997, -2.525348, 0.45358, 0.186002, 0.316521, 0.108157, -0.331007, -4.578187, 2.944699]"
Q012,"[-0.913667, 4.431841, 1.764666, 4.418656, -3.483097, -1.354052, -4.125352, -2.687548, 3.021407, 0.328568, 2.627927, -1.726493, -3.277615, 5.127229, -0.287563, 2.299805]"
Q013,"[-1.880777, -3.244231, 0.489108, 1.194129, 2.997767, 3.022274, -0.836267, -3.118154, -0.993353, 5.543146, 2.98654, 0.707951, 4.353781, -2.173224, -2.373991, -1.120163]"
Q014,"[-2.194512, -2.496346, 0.72656, 0.540948, 2.688846, 2.284344, -0.574214, -1.374315, -1.004156, 4.845623, 2.4036, 0.317544, 2.880491, -1.872283, -3.10375, -0.117513]"
Q015,"[-0.810134, 4.615129, 1.05545, 5.366814, -2.106882, 0.457857, -3.886108, -3.073018, 1.721446, -0.177284, 2.773861, -1.416963, -2.339881, 5.171277, -0.399103, 2.791728]"
Q016,"[10.669544, 0.343584, -1.300369, -3.070093, 2.086629, 1.055802, 1.908566, -2.528921, -0.662312, -1.786701, 1.170141, 1.088634, 1.15022, -0.083237, -2.507843, -1.230881]"
Q017,"[-1.268081, -1.854817, -2.370455, -0.124587, 3.621168, 3.131552, -2.166834, -2.870502, 4.683243, -7.068822, -1.715163, -0.104038, 4.241078, 1.689947, -3.019217, 0.327166]"
Q018,"[9.157713, 0.190413, -0.919066, -3.757093, 3.005098, 0.612852, 2.459594, -3.508774, -0.778351, -2.253807, 0.550782, 1.464502, 1.532204, -2.10936, -2.665691, -0.575409]"
Q019,"[8.941147, 0.810128, -1.331852, -3.585944, 2.683518, 0.330661, 2.508795, -3.19456, -0.718964, -1.878521, 1.622609, 1.81435, 1.008239, -1.351385, -1.451281, -0.463561]"
Q020,"[-2.299302, 4.768479, 5.929554, -3.164123, 1.46672, 1.118432, -1.154628, -2.679908, 0.636497, 2.890846, -0.055977, -8.146134, 4.987505, 0.186932, 3.202237, 5.714386]"
Q021,"[-2.141135, -0.15151, -3.111465, -0.709568, 3.302307, 3.097287, -2.388327, -2.535996, 3.338543, -7.665104, -1.642456, -1.271759, 3.785252, 2.989378, -3.975941, 1.43732]"
Q022,"[-0.836414, 0.401532, 2.86041, -1.089188, 6.03949, -5.704062, -3.093817, -2.237477, -3.189705, -0.574801, -0.153978, -0.071705, -1.141014, 0.002521, -4.658947, 1.923554]"
Q023,"[10.168939, 0.820806, -1.402407, -3.054458, 2.732262, 0.440377, 1.442909, -2.231415, -0.095737, -1.988628, 1.49643, 1.37295, 2.134936, -1.300334, -2.221235, -1.371878]"
Q024,"[-1.777696, 0.487532, -3.168646, -0.644485, 4.33979, 3.17616, -2.898918, -2.809777, 3.903832, -6.585282, -1.075953, -1.081156, 4.620122, 2.609518, -3.647792, 0.090234]"
