account_id,event_time,amount,balance
A0000,1767281915000,49.45,6218.56
A0000,1768840533000,146.16,5920.12
A0000,1771603838000,30.88,6202.87
A0000,1772196485000,36.19,6328.56
A0000,1773565718000,31.66,5936.63
A0000,1774067821000,27.35,5917.53
A0001,1767226501000,121.26,5651.3
A0001,1767851032000,21.87,5989.39
A0001,1768021613000,18.27,6561.93
A0001,1768021613000,18.27,6561.93
A0001,1771301036000,51.3,7194.59
A0001,1771574632000,69.19,7365.65
A0001,1772019280000,76.39,6997.77
A0001,1772278148000,8.7,7010.31
A0001,1773039526000,118.77,7663.97
A0001,1774835252000,73.53,7531.91
A0002,1767248251000,32.08,4289.13
A0002,1768037223000,15.31,4414.44
A0002,1768451835000,157.73,5367.14
A0002,1769854748000,6.79,5391.6
A0002,1773048744000,19.09,5045.1
A0002,1774800672000,155.69,5020.88
A0003,1767310043000,5.94,8227.49
A0003,1767407398000,87.48,7955.42
A0003,1768685230000,73.51,8253.57
A0003,1769171375000,23.71,8420.97
A0003,1769377488000,16.82,7901.11
A0003,1769808060000,198.0,8108.56
A0003,1772841681000,28.49,8309.52
A0003,1773344668000,102.69,8113.79
A0004,1767254881000,142.88,504.25
A0004,1769848135000,28.76,352.97
A0004,1771440081000,20.06,425.42
A0004,1773130498000,27.98,453.54
A0004,1774665532000,29.38,-343.82
A0005,1767242989000,17.1,3979.59
A0005,1767704698000,102.17,4325.91
A0005,1768302794000,160.75,4294.29
A0005,1769116750000,14.46,3938.32
A0005,1771145892000,24.09,3424.62
A0005,1774829314000,41.75,2972.12
A0006,1767304650000,22.43,3694.58
A0006,1767691131000,20.02,3399.68
A0006,1771199250000,44.82,2690.18
A0006,1773328074000,107.81,3359.71
A0007,1767272371000,23.78,6455.19
A0007,1772034164000,260.13,6967.62
A0007,1773177843000,34.62,6853.42
A0007,1773835184000,66.0,7713.21
A0007,1774071417000,20.3,7867.79
A0008,1767264513000,156.4,5127.25
A0008,1767264513000,156.4,5127.25
A0008,1767953218000,9.68,5210.34
A0008,1768041894000,57.19,5395.83
A0008,1771505608000,92.0,5684.97
A0008,1771610391000,14.65,5593.64
A0008,1772724580000,39.6,5770.23
A0008,1773174870000,8.34,5407.23
A0008,1773994809000,111.11,6265.0
A0008,1773994809000,111.11,6265.0
A0008,1774527235000,117.13,6081.74
A0009,1767235131000,8.85,4395.97
A0009,1768016283000,77.1,4706.96
A0009,1769080598000,56.82,4563.67
A0009,1770517739000,36.57,4335.46
A0009,1770548290000,33.3,3388.68
A0009,1770695580000,21.43,3204.63
A0009,1770695580000,21.43,3204.63
A0009,1773563678000,42.17,3484.52
A0009,1774000350000,16.47,2688.58
A0010,1767240999000,7.96,6831.47
A0010,1768892514000,403.52,6913.62
A0010,1770882522000,43.04,6578.24
A0010,1770943018000,525.72,6206.39
A0010,1774473074000,74.35,6030.32
A0011,1767240453000,21.41,2303.76
A0011,1768893975000,107.13,2470.76
A0011,1769364224000,9.66,2498.7
A0011,1770778023000,161.84,2919.38
A0011,1770791154000,86.42,3149.64
A0011,1773057512000,137.66,3636.18
A0011,1773518669000,28.82,3969.19
A0012,1767275913000,69.07,5408.27
A0012,1768862021000,24.88,4831.64
A0012,1770152047000,57.39,5061.72
A0012,1773066302000,41.4,5304.06
A0012,1773114378000,9.57,5627.05
A0012,1773821294000,46.77,5699.18
A0012,1774457692000,19.66,4959.73
A0013,1767279877000,3.2,9311.62
A0013,1767686638000,83.28,9361.81
A0013,1769568788000,147.57,10056.94
A0013,1770898997000,10.84,9744.05
A0013,1772164000000,25.05,9615.44
A0013,1772321729000,6.54,9717.48
A0013,1773144095000,36.48,9240.89
A0013,1773219157000,81.34,8322.2
A0014,1767304374000,117.94,7585.15
A0014,1769661144000,106.42,6802.59
A0014,1770055860000,94.41,7638.53
A0014,1770313153000,22.99,7941.62
A0014,1772064401000,23.39,7650.16
A0014,1773979377000,17.45,7355.65
A0015,1768419044000,22.47,5588.32
A0015,1768965489000,28.94,5683.81
A0015,1770330099000,128.2,5917.06
A0015,1774842400000,15.17,5362.68
A0016,1767279699000,53.36,2364.41
A0016,1769303161000,69.78,1839.6
A0016,1770166082000,46.33,1213.95
A0016,1771262882000,64.48,1486.88
A0016,1771639894000,40.49,1447.51
A0016,1772162904000,20.42,1708.21
A0016,1774460278000,47.27,1527.12
A0016,1774687354000,50.62,1319.81
A0017,1767235701000,108.82,950.38
A0017,1768031053000,10.83,1477.32
A0017,1768680458000,27.15,2876.24
A0017,1770028584000,27.14,2335.36
A0017,1774494120000,5.76,2660.86
A0018,1767291746000,18.19,966.44
A0018,1768685220000,3.93,1214.93
A0018,1768865832000,41.24,1320.51
A0018,1771183731000,67.75,933.66
A0018,1773249974000,3.77,586.01
A0018,1773554696000,55.92,526.19
A0018,1773894153000,78.77,315.2
A0019,1767277324000,3.46,4578.56
A0019,1768829908000,66.01,4651.79
A0019,1769120615000,108.18,4815.54
A0019,1770130007000,89.26,4864.93
A0019,1770532061000,201.86,4793.16
A0019,1773682976000,48.14,4772.25
A0020,1767236241000,19.85,4688.01
A0020,1768541859000,50.2,4755.58
A0020,1768745722000,109.29,4955.82
A0020,1770887897000,148.4,4422.69
A0020,1774123149000,95.08,4552.03
A0020,1774133835000,9.28,4075.51
A0021,1767292823000,79.05,3732.45
A0021,1768367803000,29.75,3379.23
A0021,1771803533000,24.08,2752.42
A0021,1772782912000,28.91,2872.6
A0021,1773707690000,30.87,2454.86
A0021,1774624722000,63.23,3069.4
A0022,1767237946000,16.02,6801.08
A0022,1770885116000,50.01,6438.0
A0022,1772750923000,5.69,6172.98
A0023,1767279601000,66.22,9907.7
A0023,1769373269000,14.63,9956.32
A0023,1770402596000,38.79,9381.25
A0023,1770672890000,35.78,9353.95
A0023,1772600701000,27.47,9090.0
A0023,1773306843000,33.54,9068.58
A0024,1767300255000,13.95,7521.21
A0024,1767950944000,20.1,7086.25
A0024,1768109345000,46.41,7144.65
A0024,1772777566000,6.26,7333.88
A0024,1774193841000,50.22,7194.49
A0025,1767273592000,37.35,5667.56
A0025,1767492187000,16.66,5972.15
A0025,1768727296000,81.23,5413.99
A0025,1770639284000,36.78,5827.32
A0025,1770923094000,23.64,5195.08
A0025,1771766130000,65.04,5654.68
A0025,1774732461000,4.23,4331.69
A0026,1767262422000,18.13,7501.12
A0026,1767262422000,18.13,7501.12
A0026,1767470210000,63.29,7210.53
A0026,1767641025000,43.22,7648.2
A0026,1769788929000,28.81,7529.04
A0026,1773138423000,7.76,7713.3
A0026,1774260254000,30.61,7296.12
A0027,1767228708000,42.17,4628.82
A0027,1768249387000,32.92,4973.53
A0027,1771218541000,73.95,5383.66
A0027,1773320736000,23.9,5501.77
A0027,1774995471000,7.52,5846.15
A0028,1767302863000,16.65,2961.06
