account_id,label_time,churned
A0000,1772953648000,0
A0001,1772092799000,0
A0002,1772225962000,0
A0003,1773403618000,1
A0004,1773217845000,1
A0005,1772645393000,1
A0006,1772512470000,0
A0007,1772094944000,0
A0008,1773660511000,0
A0009,1772198556000,0
A0010,1772618202000,0
A0011,1773505677000,1
A0012,1772907049000,0
A0013,1773661095000,1
A0014,1773613675000,0
A0015,1772533308000,1
A0016,1773113208000,1
A0017,1773526566000,1
A0018,1772097574000,0
A0019,1773296633000,1
A0020,1773152647000,1
A0021,1772384442000,1
A0022,1773071172000,0
A0023,1773554125000,0
A0024,1772638516000,0
A0025,1772939281000,1
A0026,1773285491000,0
A0027,1772839934000,1
A0028,1772283182000,1
A0029,1773463602000,0
A0030,1772216110000,1
A0031,1773297491000,0
A0032,1772496908000,0
A0033,1772631415000,1
A0034,1773135221000,1
A0035,1772298460000,0
A0036,1773226809000,1
A0037,1772534763000,1
A0038,1773524922000,0
A0039,1772909749000,0
A0040,1772256900000,1
A0041,1773084870000,1
A0042,1772490270000,0
A0043,1772646410000,0
A0044,1772836992000,0
A0045,1773018490000,1
A0046,1772162572000,1
A0047,1773412269000,1
A0048,1772451838000,0
A0049,1773094871000,0
A0050,1772777649000,0
A0051,1773173454000,0
A0052,1772802008000,0
A0053,1773689832000,0
A0054,1772557086000,1
A0055,1773354752000,0
A0056,1773446309000,1
A0057,1773442984000,0
A0058,1773455333000,0
A0059,1772380129000,1
A0060,1773679234000,0
A0061,1772939547000,0
A0062,1772822399000,0
A0063,1772435738000,0
A0064,1772840113000,0
A0065,1773060965000,0
A0066,1772164551000,0
A0067,1773286888000,0
A0068,1772120969000,1
A0069,1772853366000,1
A0070,1773153472000,0
A0071,1772644410000,1
A0072,1773584531000,1
A0073,1773484793000,0
A0074,1773688366000,1
A0075,1772745033000,1
A0076,1772563018000,0
A0077,1772727242000,1
A0078,1772500188000,0
A0079,1773070798000,1
A0080,1772348261000,0
A0081,1772191151000,1
A0082,1772748856000,0
A0083,1773330098000,0
A0084,1772375549000,0
A0085,1773240650000,0
A0086,1773264019000,0
A0087,1773427825000,0
A0088,1772508970000,1
A0089,1771992225000,0
A0090,1772272945000,1
A0091,1772107532000,1
A0092,1773654141000,1
A0093,1773328085000,1
A0094,1772354083000,0
A0095,1773648907000,0
A0096,1773379735000,1
A0097,1772715914000,1
A0098,1773388518000,1
A0099,1772230426000,0
