row_id,a_val
R00000,8.9836
R00001,12.6739
R00002,16.3531
R00004,8.6503
R00005,11.4609
R00008,16.4379
R00009,16.525
R00010,9.8373
R00012,9.9173
R00013,15.542
R00014,7.8631
R00016,10.1182
R00017,10.3221
R00018,9.8722
R00019,11.6936
R00020,10.9752
R00021,4.9277
R00022,13.0408
R00023,9.7884
R00024,9.0384
R00025,16.0734
R00026,15.921
R00028,9.696
R00029,17.0294
R00030,11.6593
R00032,6.6913
R00034,8.5233
R00036,9.4822
R00037,4.7234
R00038,10.1149
R00042,13.0108
R00043,8.9412
R00044,8.072
R00045,7.2138
R00046,16.3906
R00048,14.7834
R00050,2.5568
R00052,10.7102
R00053,7.2731
R00054,11.717
R00055,3.0782
R00057,14.4585
R00059,15.8803
R00060,13.9982
R00061,14.8137
R00062,9.5057
R00063,9.2877
R00064,11.7571
R00065,1.9763
R00066,7.4066
R00067,13.3724
R00068,10.3454
R00069,5.3408
R00070,13.1662
R00071,9.4767
R00072,9.2593
R00075,7.1194
R00076,16.0998
R00077,8.9177
R00078,10.843
R00079,4.5823
R00080,10.9526
R00081,11.3058
R00082,13.8335
R00084,8.9694
R00085,2.3543
R00086,9.1229
R00087,5.6541
R00088,8.8843
R00089,7.0553
R00090,4.5794
R00091,20.6255
R00093,8.0202
R00094,11.8875
R00095,6.5566
R00096,6.3733
R00097,6.5891
R00098,7.8371
R00099,10.4473
R00100,14.8197
R00101,16.782
R00102,16.1076
R00103,14.9732
R00105,12.1314
R00106,6.7217
R00107,8.588
R00108,14.6718
R00109,13.943
R00110,7.9889
R00111,10.404
R00112,11.2504
R00113,12.8117
R00114,6.4237
R00115,13.0169
R00116,10.0432
R00117,14.8891
R00118,13.297
R00119,15.241
R00120,10.8255
R00121,17.9457
R00122,14.1761
R00123,17.0683
R00124,5.2663
R00125,6.9512
R00126,9.6906
R00127,7.121
R00128,7.0391
R00129,10.5343
R00130,10.997
R00131,13.4708
R00132,5.7267
R00133,9.2757
R00134,5.8294
R00135,10.0571
R00136,10.3411
R00138,9.9985
R00139,10.9451
R00140,6.2288
R00141,12.3798
R00142,13.7366
R00143,10.8644
R00144,10.8888
R00145,11.5225
R00146,12.7313
R00147,19.8801
R00148,17.7977
R00150,14.6797
R00151,11.2866
R00154,14.0472
R00155,3.3307
R00156,0.8372
R00157,9.7089
R00158,10.195
R00159,8.7004
R00161,10.0332
R00163,11.5147
R00164,17.641
R00166,14.0047
R00167,10.7388
R00168,7.8667
R00169,6.1566
R00171,12.6801
R00172,7.3384
R00173,11.2044
R00174,8.2122
R00175,10.6376
R00176,10.0632
R00177,12.0489
R00178,7.4164
R00179,5.6513
R00180,16.9574
R00182,17.1755
R00183,1.411
R00184,12.9351
R00188,8.5533
R00189,14.2987
R00194,11.7957
R00195,5.6425
R00196,11.6077
R00197,12.5632
R00198,9.8332
R00200,18.0199
R00201,6.56
R00203,13.7657
R00204,2.1151
R00205,14.8068
R00206,18.9784
R00207,7.7273
R00209,15.0063
R00211,7.7585
R00212,13.8042
R00213,9.3095
R00214,9.2853
R00215,9.5148
R00216,12.6121
R00217,-1.8408
R00218,15.4164
R00219,7.9463
R00220,17.3014
R00221,12.3463
R00222,10.462
R00223,2.5079
R00224,16.7586
R00225,10.2242
R00226,12.183
R00227,8.626
R00228,13.1189
R00229,18.2368
R00230,11.2473
R00231,7.7345
R00232,16.3691
R00233,21.2645
R00235,12.1107
R00236,14.4296
R00237,7.0802
R00238,11.185
R00239,9.1541
R00240,12.493
R00241,6.828
R00242,10.3995
R00243,9.7472
R00244,6.043
R00245,7.7097
R00246,1.5668
R00247,9.4421
R00252,8.3224
R00254,12.6609
R00255,14.9678
R00257,14.5307
R00258,7.9565
R00259,2.7639
R00261,13.2491
R00263,5.303
R00266,11.2179
R00268,7.3175
R00270,7.2477
R00272,4.1421
R00273,5.4332
R00274,6.8579
R00277,8.6845
R00279,7.5124
R00280,8.6428
R00282,10.1955
R00283,15.5619
R00286,11.2663
R00287,11.9576
R00288,14.5828
R00289,7.5338
R00290,10.0548
R00291,15.5521
R00292,9.7707
R00294,16.9708
R00296,12.9275
R00297,7.6901
R00298,10.1015
R00299,8.5949
R00300,16.3399
R00302,7.2421
R00304,5.7656
R00305,9.0057
R00306,2.1095
R00308,6.4576
R00309,7.3132
R00310,4.9789
R00311,9.52
R00312,6.3509
R00315,7.6487
R00316,5.3977
R00317,6.2967
R00319,7.7337
