item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,1.0988,-1.2491,2.2841,0.8929,-0.4308,0.1719,0.0256,0.1449
I0001,2.5038,-0.3953,0.1677,0.6171,0.0537,0.9101,-1.1126,2.0103
I0002,1.1233,-1.2507,0.558,0.9574,0.5612,-1.0787,-1.9398,0.3753
I0003,0.9259,0.7887,0.8873,0.1797,0.8281,0.2178,-0.34,-0.87
I0004,2.0809,-0.2922,0.5511,0.3048,-0.1329,-0.1081,1.6467,0.0534
I0005,-1.4554,-1.0034,1.1288,-0.6068,-0.3491,-1.6493,-0.661,-0.4029
I0006,0.453,1.7616,0.0359,-0.542,0.082,-1.5383,0.3439,0.954
I0007,1.1861,1.0018,-0.8687,0.0747,-0.7852,-1.0077,-0.566,-0.814
I0008,-1.5429,0.5049,-0.4125,-1.2403,-1.7602,-0.1318,-0.8579,-0.422
I0009,-2.6696,0.3302,-0.8352,0.8169,-1.0906,0.0218,3.1498,-1.3666
I0010,-0.6606,3.0202,-0.6932,-0.0169,0.0912,1.1744,1.2673,-0.5006
I0011,-0.1127,0.0644,2.0851,-0.969,-2.2295,-0.4108,-0.0072,0.3352
I0012,-0.9433,2.1215,-1.2392,-0.2413,0.3225,-1.6937,0.157,1.2978
I0013,-0.3519,0.7126,-0.8872,1.5629,-0.743,-0.1635,1.3982,0.0216
I0014,-0.6864,-0.3505,0.5117,-0.0644,0.445,0.6195,1.084,0.5108
I0015,0.7134,-1.0792,-1.7723,-0.5925,-0.6288,-1.0219,-1.5778,-1.1153
I0016,-1.1357,-1.9288,-1.9684,1.0936,-0.7624,-1.573,0.044,-0.6994
I0017,-0.014,-0.226,-0.1757,-0.5119,-0.6685,-0.9341,-1.5833,0.797
I0018,0.8494,0.6125,-0.5118,0.1459,-1.2897,-1.4803,0.1781,-0.4932
I0019,1.1233,-1.2507,0.558,0.9574,0.5612,-1.0787,-1.9398,0.3753
I0020,-0.5554,0.7978,0.2856,0.6903,-0.1551,-0.3224,-0.2968,-0.7811
I0021,-0.0014,1.0594,-1.0221,1.3453,1.9344,0.6783,-0.2219,0.5776
I0022,0.174,0.5088,1.0409,0.4995,-1.6001,-0.4582,-0.5504,-0.6595
I0023,0.0304,-0.1179,-0.2232,1.1271,-2.4669,1.3542,1.6143,0.6903
I0024,0.8494,0.6125,-0.5118,0.1459,-1.2897,-1.4803,0.1781,-0.4932
I0025,0.349,-0.3989,-0.7553,0.0286,-0.5887,-0.9935,-0.794,0.2198
I0026,-0.9595,0.7592,0.5636,-1.1626,-0.1588,0.1817,-0.7501,1.4147
I0027,1.0681,1.699,0.4443,-0.8166,-0.7731,-0.6189,-0.7429,1.4967
I0028,-0.3519,0.7126,-0.8872,1.5629,-0.743,-0.1635,1.3982,0.0216
I0029,0.4895,2.4158,1.9467,-1.2946,0.5092,-1.1115,-0.0209,0.3307
I0030,-0.4544,0.2727,-0.7337,-2.277,0.5361,-0.6324,-0.3595,-2.0611
I0031,-0.7666,-0.8366,-1.0072,-0.313,0.0004,-0.7069,-0.2452,-0.3144
I0032,-2.3229,0.3268,-0.0429,0.8897,0.0157,1.5305,0.8463,0.4172
I0033,1.7569,1.5235,0.5232,-0.2093,2.1207,0.4522,-1.2036,1.6093
I0034,0.3111,0.8671,-0.323,1.6645,-1.0068,-0.615,0.0549,0.2447
I0035,-1.6753,-1.4338,-0.5145,0.9548,-0.8434,1.9726,-0.2022,-0.2556
I0036,-0.2366,0.6188,-1.4266,0.0302,-0.4405,0.1577,-0.0618,0.2642
I0037,0.9781,0.6395,0.3753,0.6735,0.1103,-0.9326,0.3121,0.2386
I0038,0.8031,-0.2197,0.6506,0.7957,-0.2146,-1.394,-1.0458,0.4812
I0039,-0.9595,0.7592,0.5636,-1.1626,-0.1588,0.1817,-0.7501,1.4147
I0040,-1.292,-0.4901,-0.6271,0.4559,0.692,0.7259,-1.5471,0.4849
I0041,-1.1287,0.2516,-0.3671,-0.1439,-0.6675,0.8284,1.2469,0.0387
I0042,-2.3229,0.3268,-0.0429,0.8897,0.0157,1.5305,0.8463,0.4172
I0043,-0.7889,-0.8032,-1.1965,-1.0125,0.5009,0.5808,0.0142,-0.8521
I0044,0.1992,-1.1646,0.2539,-1.2972,0.2375,0.3566,-0.579,1.3245
I0045,-0.3935,1.1666,-1.2015,-0.3041,-0.3553,0.5473,1.4777,1.1224
I0046,-1.292,-0.4901,-0.6271,0.4559,0.692,0.7259,-1.5471,0.4849
I0047,0.2636,-1.1453,0.8863,-3.0184,0.6768,0.346,-0.9225,0.4874
I0048,0.2596,-0.275,0.0741,-0.5588,-1.4992,0.3481,1.1361,-0.0468
I0049,-0.7889,-0.8032,-1.1965,-1.0125,0.5009,0.5808,0.0142,-0.8521
I0050,0.7907,1.6216,0.2564,-1.2644,-0.5234,0.2652,0.506,0.77
I0051,-0.481,-1.9685,0.0446,-0.8244,-0.7181,1.0244,0.7115,2.4152
I0052,0.1471,1.3119,0.1845,-0.81,-0.0729,-0.663,0.8035,1.336
I0053,1.4699,-1.7562,0.0319,0.2891,-0.5579,0.805,2.5314,0.1155
I0054,0.3106,-0.5584,1.4823,0.7442,0.7271,0.7863,1.3502,0.8189
I0055,-0.968,-0.8184,-0.1407,-0.1761,-0.3519,1.536,-0.5581,-0.7936
I0056,-0.2957,0.2337,-0.0585,-0.8397,0.5939,-0.838,-0.7814,-1.9693
I0057,-0.6289,-1.196,-1.7939,0.8047,0.639,1.9923,1.8403,-0.7755
I0058,1.0988,-1.2491,2.2841,0.8929,-0.4308,0.1719,0.0256,0.1449
I0059,0.4112,0.3679,0.6133,0.5727,0.0389,1.9547,0.7119,0.6365
