user_id,item_id
U0000,I0008
U0000,I0009
U0000,I0019
U0000,I0033
U0000,I0038
U0000,I0039
U0000,I0043
U0000,I0044
U0000,I0048
U0000,I0051
U0001,I0002
U0001,I0004
U0001,I0042
U0001,I0043
U0001,I0051
U0001,I0054
U0002,I0005
U0002,I0006
U0002,I0007
U0002,I0013
U0002,I0033
U0002,I0034
U0002,I0042
U0002,I0059
U0003,I0004
U0003,I0009
U0003,I0010
U0003,I0015
U0003,I0043
U0003,I0045
U0004,I0002
U0004,I0003
U0004,I0006
U0004,I0023
U0004,I0024
U0004,I0033
U0004,I0040
U0004,I0051
U0004,I0053
U0005,I0013
U0005,I0014
U0005,I0028
U0005,I0034
U0005,I0035
U0005,I0038
U0005,I0049
U0005,I0051
U0006,I0004
U0006,I0016
U0006,I0020
U0006,I0033
U0006,I0036
U0006,I0044
U0007,I0004
U0007,I0027
U0007,I0029
U0007,I0034
U0007,I0049
U0007,I0051
U0007,I0053
U0007,I0059
U0008,I0000
U0008,I0002
U0008,I0009
U0008,I0024
U0008,I0028
U0008,I0033
U0008,I0034
U0008,I0051
U0009,I0006
U0009,I0018
U0009,I0021
U0009,I0032
U0009,I0033
U0009,I0048
U0010,I0009
U0010,I0017
U0010,I0032
U0010,I0034
U0010,I0041
U0010,I0047
U0011,I0000
U0011,I0017
U0011,I0043
U0011,I0046
U0011,I0057
U0012,I0008
U0012,I0018
U0012,I0019
U0012,I0023
U0012,I0036
U0012,I0040
U0012,I0043
U0012,I0052
U0013,I0012
U0013,I0015
U0013,I0017
U0013,I0030
U0013,I0039
U0013,I0045
U0014,I0001
U0014,I0002
U0014,I0010
U0014,I0042
U0014,I0047
U0015,I0006
U0015,I0012
U0015,I0021
U0015,I0022
U0015,I0025
U0015,I0026
U0015,I0030
U0015,I0037
U0016,I0002
U0016,I0020
U0016,I0029
U0016,I0033
U0016,I0035
U0016,I0036
U0016,I0047
U0017,I0006
U0017,I0007
U0017,I0018
U0017,I0030
U0017,I0032
U0018,I0005
U0018,I0016
U0018,I0020
U0018,I0021
U0018,I0025
U0018,I0033
U0018,I0056
U0018,I0059
U0019,I0005
U0019,I0011
U0019,I0015
U0019,I0028
U0019,I0029
U0019,I0049
U0019,I0058
U0020,I0009
U0020,I0012
U0020,I0014
U0020,I0025
U0020,I0027
U0020,I0029
U0021,I0017
U0021,I0020
U0021,I0026
U0021,I0029
U0021,I0043
U0021,I0051
U0021,I0059
U0022,I0000
U0022,I0027
U0022,I0030
U0022,I0032
U0022,I0040
U0022,I0052
U0022,I0056
U0022,I0057
U0023,I0000
U0023,I0004
U0023,I0010
U0023,I0014
U0023,I0033
U0023,I0037
U0023,I0052
U0024,I0004
U0024,I0006
U0024,I0009
U0024,I0027
U0024,I0032
U0024,I0040
U0024,I0052
U0024,I0056
U0025,I0003
U0025,I0011
U0025,I0012
U0025,I0015
U0025,I0023
U0025,I0032
U0025,I0046
U0026,I0011
U0026,I0019
U0026,I0026
U0026,I0030
U0026,I0033
U0027,I0002
U0027,I0003
U0027,I0016
U0027,I0039
U0027,I0043
U0028,I0003
U0028,I0011
U0028,I0013
U0028,I0024
U0028,I0029
U0028,I0038
U0029,I0010
U0029,I0019
U0029,I0026
U0029,I0038
U0029,I0043
U0029,I0047
U0029,I0054
U0029,I0059
U0030,I0002
U0030,I0007
U0030,I0009
U0030,I0035
U0030,I0037
U0030,I0054
U0031,I0005
U0031,I0015
U0031,I0031
U0031,I0035
U0031,I0047
U0032,I0005
U0032,I0015
U0032,I0023
U0032,I0026
U0032,I0033
U0032,I0053
U0032,I0057
U0033,I0014
U0033,I0018
U0033,I0022
U0033,I0025
U0033,I0028
U0033,I0033
U0033,I0048
U0033,I0050
U0033,I0053
U0034,I0014
U0034,I0026
U0034,I0029
U0034,I0030
U0034,I0054
U0035,I0001
U0035,I0011
U0035,I0013
U0035,I0029
U0035,I0033
U0035,I0037
U0035,I0053
U0036,I0009
U0036,I0015
U0036,I0021
U0036,I0042
U0036,I0051
U0037,I0006
U0037,I0009
U0037,I0011
U0037,I0035
U0037,I0036
U0037,I0044
U0037,I0050
U0037,I0059
U0038,I0026
U0038,I0028
U0038,I0031
U0038,I0051
U0038,I0057
U0039,I0027
U0039,I0034
U0039,I0037
U0039,I0044
U0039,I0055
