user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,-0.7704,-0.4213,0.299,-0.0371,-0.8554,-0.0783,-0.0415,1.0605
U0001,-0.198,-1.3529,0.1745,0.5901,0.6459,0.9763,-2.1696,-0.0464
U0002,0.9773,1.0889,-0.7945,0.4057,0.1347,-1.0678,-0.442,-0.0713
U0003,-1.5097,0.6065,-0.2176,1.2942,-1.1089,1.3003,0.6614,-0.863
U0004,-0.3266,-0.485,0.0392,-1.4098,-0.5593,-1.7257,1.0672,1.0542
U0005,0.6088,-1.6119,0.1843,-0.0392,-0.3415,0.4332,-0.0026,0.8198
U0006,0.1836,0.0689,0.1711,0.1378,1.4031,1.4627,-0.1284,-0.3275
U0007,0.6584,-1.3813,0.3592,0.7053,0.1587,-1.8192,1.2797,0.1452
U0008,1.8273,-1.0592,1.2194,1.4246,0.6132,0.3315,-1.6521,-0.6498
U0009,0.9639,1.5552,-0.2959,0.3309,1.6875,-2.0351,-0.6105,0.7379
U0010,-0.7806,1.2981,0.2292,-0.9908,-1.1407,-0.0024,0.352,-1.1109
U0011,1.0519,-1.0332,1.613,0.466,-0.0902,-0.6491,-0.0508,0.5662
U0012,-1.2296,-0.7209,0.8145,-0.7391,-1.0875,0.1632,-1.195,-0.7012
U0013,0.79,0.269,-0.8093,-0.3202,-0.0711,-0.1247,-1.3091,-1.1695
U0014,1.7339,-0.0693,0.4938,-0.1391,-0.8749,0.264,-0.5371,-0.868
U0015,-2.6171,0.4037,0.0647,0.6491,0.1721,-1.6668,-0.8257,0.8082
U0016,0.2466,0.6155,1.6583,-1.4302,0.065,-0.0811,0.5713,-0.4902
U0017,0.3462,-0.1335,-0.2761,-1.8375,1.4849,0.0451,0.3721,-0.8139
U0018,2.176,1.1226,-0.1615,-2.4677,0.5579,0.2639,0.2634,0.44
U0019,0.5376,1.6463,0.5503,0.4035,-0.0556,-1.7051,0.6847,-0.0069
U0020,-1.213,-0.8,-0.9289,-1.134,-2.4721,1.2413,1.9264,0.0014
U0021,0.2146,0.889,0.2597,-0.4621,-0.8564,-1.4672,-0.141,-0.3956
U0022,0.2238,-1.3476,1.1949,0.7225,-0.3865,0.4118,0.5496,-0.679
U0023,0.8172,2.0259,1.2208,1.3341,-0.0361,0.6501,0.4968,0.6572
U0024,-0.9373,-0.0737,1.4006,1.252,0.594,0.6339,0.9749,-1.2192
U0025,-2.2536,0.206,1.2275,0.4374,-0.1637,1.4752,-0.4266,-0.3642
U0026,-1.7665,-0.5945,-0.661,-1.0956,0.2159,-1.2203,0.5036,-1.9291
U0027,0.1892,0.9575,1.0489,0.8039,-0.0131,0.6956,-0.9585,-1.0425
U0028,0.2541,0.0438,0.1937,-0.1339,-0.6215,-0.0952,-0.2656,0.0748
U0029,-0.3042,1.4017,-0.0473,-0.9591,-0.7407,-0.45,1.1944,-0.1251
U0030,-0.9575,0.7665,-0.5177,0.8228,-0.6783,0.0026,-0.1781,-0.2796
U0031,-0.0049,0.7666,1.4797,1.1077,-0.7688,3.3694,-1.298,-1.2328
U0032,-0.46,-2.2952,0.4733,2.6177,-0.9547,0.7262,0.9048,1.3526
U0033,0.5804,-0.4337,1.3088,0.027,-0.3398,0.272,1.0768,0.2314
U0034,0.502,0.3458,1.7785,-0.5596,0.4404,-0.6656,-0.8573,-1.1027
U0035,0.2794,-0.7718,-0.275,2.2756,0.2895,0.3772,-0.1534,0.4884
U0036,-0.3362,0.8267,-0.291,0.291,0.1257,0.2615,1.083,-0.2187
U0037,0.2804,-1.2694,-0.5607,1.1142,0.1928,0.8015,-0.5086,0.0897
U0038,-2.7605,-0.6629,-2.4881,-0.3018,1.7516,0.5048,0.4038,1.0863
U0039,0.4548,1.4069,-0.2227,0.079,-0.4939,-0.0222,-0.5499,3.761
