account_id,event_time,f1,f2,f3
A0000,1770384540000,2.5271,1.5729,0.4994
A0000,1772697120000,1.9527,-3.8931,1.7982
A0000,1773727560000,2.3407,0.4965,-0.3233
A0000,1773999120000,-0.5893,1.5733,-1.5786
A0000,1774672620000,1.8502,-0.8412,-0.2474
A0000,1774773540000,2.4304,-0.6193,0.3235
A0001,1770294300000,0.9235,4.227,-3.0165
A0001,1771326900000,1.1121,5.2883,0.1968
A0001,1771766280000,1.1274,0.9145,0.0149
A0001,1772088480000,2.191,2.5326,-2.4583
A0001,1772713440000,-1.4384,-4.3173,4.6252
A0001,1774225080000,2.4839,4.0659,0.2822
A0001,1774719480000,2.789,-1.7344,2.0805
A0001,1774982820000,3.5107,-0.7389,-2.061
A0002,1770403020000,0.6748,1.4519,1.5998
A0002,1770492240000,-2.2211,-3.8525,-3.4818
A0002,1771900620000,-2.209,-3.232,-0.6232
A0002,1772705220000,0.0972,-0.1523,0.5697
A0002,1772951700000,2.1961,2.3258,0.031
A0003,1771010520000,-2.5681,-2.2229,-1.3661
A0003,1771110540000,-2.0831,0.3243,-1.1741
A0003,1771524960000,-0.3497,2.2967,0.5734
A0003,1773298320000,0.7113,-1.3385,3.1765
A0003,1773859200000,0.9187,-0.3586,-3.0585
A0003,1775030100000,-3.8446,-1.2891,1.4777
A0004,1770167520000,0.5194,-3.2063,-0.2266
A0004,1771353360000,0.737,3.0022,-1.1904
A0004,1771804680000,1.338,0.0998,1.2521
A0004,1772005500000,4.1559,-1.1357,1.7588
A0004,1772627400000,1.0883,3.8302,-1.9005
A0004,1773267180000,1.3143,-0.8786,2.6276
A0004,1773706200000,-2.047,1.4637,-0.9088
A0004,1773917100000,0.204,3.9316,-1.8866
A0005,1770949680000,-0.6932,-3.1033,1.2871
A0005,1771060020000,-0.7496,-2.2928,-0.8961
A0005,1772036820000,0.1466,2.3492,-2.975
A0005,1772261880000,0.9534,-1.8811,-0.7014
A0005,1772630280000,-1.0724,-1.4626,-0.0894
A0005,1772735340000,1.048,0.5328,3.0293
A0005,1773594360000,1.2148,-1.2975,0.8788
A0005,1773683340000,-1.503,0.3277,-2.3236
A0005,1774380120000,0.4065,-1.7693,-0.1009
A0006,1770720600000,1.1978,0.9438,-0.0336
A0006,1770909120000,1.5826,0.4742,-2.266
A0006,1771226100000,-1.3947,-0.5601,-0.7336
A0006,1772809380000,-1.3974,2.9074,-2.1162
A0006,1772901120000,-1.0124,-1.388,3.0631
A0006,1773176160000,-2.2165,0.9956,0.5283
A0006,1774321080000,0.5221,-1.9284,-2.2664
A0006,1774707840000,-0.4617,-2.9552,-1.4389
A0007,1770091440000,0.6131,0.6233,-0.174
A0007,1770597420000,0.4422,2.0226,-0.126
A0007,1770735060000,-2.1601,0.4129,0.7869
A0007,1770781740000,-1.2736,4.3697,-6.7244
A0007,1771833120000,-1.2583,-3.822,-1.151
A0007,1772063700000,1.6032,0.8619,1.051
A0007,1773081900000,0.963,-1.2015,0.4571
A0007,1773270180000,-3.0397,0.4083,-1.4684
A0008,1770648180000,0.2305,-0.5705,0.1053
A0008,1771828560000,-3.5923,0.5705,4.5432
A0008,1772033160000,-2.0206,0.8637,-0.2559
A0008,1772232660000,-0.1004,4.1646,-1.5358
A0008,1772279280000,0.8561,0.428,-1.5085
A0008,1772596260000,-4.1756,1.3244,0.1219
A0008,1773811140000,-3.4236,3.444,3.0404
A0008,1774262160000,-2.2206,-3.5946,0.8675
A0008,1774470540000,0.0141,-3.5669,0.6786
A0009,1770957300000,-1.0384,-3.0988,1.7192
A0009,1771173480000,0.7042,-1.8574,-0.1215
A0009,1773066480000,-4.0741,-1.1086,2.9825
A0009,1774084740000,1.1803,2.5782,-0.1915
A0009,1774219800000,-1.7807,0.3458,0.1174
A0009,1774505580000,-1.1713,-1.8736,-1.4287
A0009,1774681380000,2.429,0.7555,2.1915
A0010,1770514080000,2.3321,2.5496,-0.5378
A0010,1770667140000,0.276,0.0844,0.2413
A0010,1770982740000,1.7689,0.485,-1.1291
A0010,1771174440000,-2.0185,0.1652,-0.2096
A0010,1773616680000,-0.7016,-0.5192,0.6635
A0010,1774273020000,-0.2832,-0.6768,0.448
A0010,1774340400000,-1.1678,-2.1268,1.5036
A0010,1774840200000,-2.1508,-1.6788,2.5743
A0011,1770003900000,2.2841,2.4802,2.62
A0011,1770786300000,1.3515,-0.844,0.9651
A0011,1771029420000,-3.3561,-1.8311,-0.3434
A0011,1772236020000,0.2725,-1.9462,-1.2334
A0011,1772428500000,-1.1484,-1.7008,-0.6853
A0011,1774114140000,4.2332,-6.1165,2.8459
A0012,1770196380000,2.0468,-1.2355,-1.3588
A0012,1770864480000,-2.1838,1.5209,-1.1647
A0012,1771000560000,-0.7017,1.2552,1.5596
A0012,1771900680000,0.4313,-1.9173,-1.3177
A0012,1773270360000,-0.9859,-3.4401,3.3185
A0012,1773844380000,1.3734,0.0263,0.3997
A0013,1770171480000,0.7964,0.1381,1.6655
A0013,1770523560000,-3.0058,0.1402,0.9678
A0013,1770722760000,0.1316,0.8291,-2.1317
A0013,1771345680000,1.6409,-0.0234,0.3331
A0013,1771879380000,0.8877,3.2955,0.2859
A0013,1772201820000,0.0303,0.7815,-2.617
A0013,1772899980000,1.4036,1.2335,-1.9811
A0013,1772968080000,1.2272,1.0018,0.2952
A0013,1774258680000,0.7798,-1.5655,-1.7176
A0013,1774609260000,-2.8033,-3.4952,-2.4533
A0014,1769984280000,0.9084,4.138,-1.244
A0014,1770572700000,-3.6723,-0.1824,0.6698
A0014,1773185460000,-0.3549,-3.3756,-0.695
A0014,1774054440000,-2.816,-2.11,3.6728
A0014,1774387140000,-1.8044,3.8164,1.0494
A0014,1774830300000,-4.5342,-4.8174,0.6693
A0015,1771180200000,0.9273,1.8681,2.4189
A0015,1771441800000,-0.3626,2.0356,0.5002
A0015,1772358900000,-1.5884,0.6798,1.3013
A0015,1773105240000,-0.823,1.2824,-2.9879
A0015,1773347160000,-0.286,-3.8991,2.6985
A0015,1773366720000,-3.1172,2.156,1.407
A0015,1773982140000,0.4263,-0.7744,3.2961
A0016,1769952120000,-0.8803,2.4973,3.0881
A0016,1770042060000,1.0369,-0.3622,-0.9491
A0016,1770398640000,-1.6488,2.6368,-2.8179
A0016,1773985260000,-0.215,-1.2583,-2.3649
A0016,1774238760000,0.9349,0.3469,-3.1781
A0016,1774367760000,-0.9425,2.4842,2.8723
A0017,1769918880000,-3.3923,-0.2184,0.514
A0017,1770117240000,0.1315,-1.5162,-1.2943
A0017,1771744620000,2.4275,1.1084,-0.3502
A0017,1773423540000,4.1209,0.9588,-1.3441
A0017,1774023600000,0.3589,-2.5172,0.4523
A0017,1774602900000,0.4542,2.4834,2.2038
A0018,1769987040000,1.2879,-2.7351,0.9604
A0018,1771459320000,-1.5494,-3.8319,-0.8166
A0018,1771888260000,-1.2355,0.1293,0.4528
A0018,1772133360000,-2.8811,-0.4652,0.5577
A0018,1774186200000,-3.6591,-0.3914,-2.7612
A0019,1771713240000,1.5118,1.762,2.3472
A0019,1772070420000,-1.6037,-1.4419,-2.1065
A0019,1773028080000,-0.183,-0.4457,1.1392
A0019,1774308300000,0.8727,1.5005,2.2426
A0019,1774358100000,-4.0431,2.2507,-0.1522
A0020,1770974700000,-0.5208,-3.6241,0.1937
A0020,1771093500000,2.5801,-0.5092,2.9357
A0020,1772076660000,-2.0666,1.3837,0.8465
A0020,1772524440000,-2.2377,0.3002,2.8458
A0020,1772900580000,1.9063,0.0935,2.7343
A0020,1773046080000,-0.6009,-3.0197,1.2169
A0020,1773969480000,0.3569,0.0425,-3.3573
A0020,1774190460000,-3.9835,3.0786,1.9473
A0020,1774235460000,-3.9918,-2.7863,-0.4769
