query_id,embedding
Q000,"[0.115004, 1.639994, 3.436446, 0.815496, 3.890653, -5.660183, 4.982865, 4.647745, -3.629993, 1.0181, 3.660658, -1.488623, 2.134524, -0.309592, -3.544248, -4.579277]"
Q001,"[-3.871343, -3.201007, 3.113582, -1.115547, 2.29432, 2.695915, -1.351822, -1.387765, 1.675979, -0.812578, -2.060295, -0.074133, -1.693002, -1.318708, 0.923301, 1.706433]"
Q002,"[-3.994494, -2.005729, -1.597974, 3.866334, 3.049309, -0.432996, 3.895004, -3.181849, 1.445731, -4.316993, 0.176904, -2.526901, 0.340546, 1.981565, -4.952552, -0.388906]"
Q003,"[-2.422843, -5.338008, -0.074198, 3.502056, 4.478272, 4.366585, -2.080761, 6.800655, -4.00802, 5.206022, -2.251986, -0.878469, 0.76431, -5.983551, -0.955721, -5.754668]"
Q004,"[-3.841596, -0.965104, -1.309953, 3.811831, 2.754733, 0.694462, 4.113331, -4.718924, 2.190421, -3.549868, 1.974748, -3.059251, 0.281081, 2.031223, -6.328365, -0.915338]"
Q005,"[-4.224499, -1.926986, -0.877721, 3.909159, 2.182467, 0.289186, 3.417766, -2.769204, 0.463136, -4.328439, -0.159318, -3.660032, 0.619438, 1.133606, -5.695275, -0.528979]"
Q006,"[-1.763472, -3.658444, 0.118966, 4.772387, 5.53712, 5.150207, -2.604446, 6.346442, -6.013896, 4.403236, -0.847512, -1.26853, 1.5297, -6.184845, -0.998061, -5.733813]"
Q007,"[-3.474154, -3.328953, 1.661204, -1.233917, 1.950578, 3.026263, -0.836977, -1.109187, 0.388314, -0.436676, -1.265091, 0.996397, -1.893731, -0.741658, 1.10005, 3.78069]"
Q008,"[-0.62588, 2.732068, 3.469947, 0.717369, 4.054449, -3.56298, 4.68465, 3.308539, -3.504363, 0.54132, 2.798599, -2.90547, 0.778493, -0.740839, -3.405561, -4.735284]"
Q009,"[-2.303408, -3.532496, -0.211813, 4.309958, 4.387337, 5.081376, -0.352082, 5.917262, -5.031491, 4.226956, -1.044247, -1.256464, 0.613411, -6.351811, -0.755493, -6.233118]"
Q010,"[-2.125469, -3.721982, 1.695676, -0.602675, 0.988236, 2.568462, -1.108147, -1.577854, 0.462975, -0.545752, 0.080726, 1.139589, -1.497423, 0.240009, 1.879415, 2.115319]"
Q011,"[1.266831, -1.987508, -4.053374, -1.315294, -5.717698, 1.691914, 2.653684, -0.930003, -5.285665, -0.519718, -1.471237, -2.135183, -2.107503, 1.451176, -2.196278, 2.57247]"
Q012,"[0.699191, -2.661873, -3.324639, -0.642247, -4.827232, 2.097202, 1.814245, -0.725771, -5.663136, -0.077301, -1.06053, -2.112042, -2.178114, 1.146797, -2.625449, 2.473862]"
Q013,"[-2.874024, -1.577025, -1.729738, 4.352264, 3.307805, 0.459583, 3.378136, -3.05913, 0.595851, -2.297916, 1.121178, -3.206279, 0.818413, 2.203287, -4.94418, 0.090856]"
Q014,"[-3.043204, -1.665876, -2.572588, 3.774491, 3.697187, -0.044734, 4.437683, -2.322133, 0.607263, -4.15901, 0.894741, -2.115249, 0.34343, 2.407037, -6.067852, -0.120636]"
Q015,"[1.28111, -2.796693, -3.969124, -0.892987, -5.719686, 0.241589, 1.538195, -1.679511, -5.968726, -0.45586, -0.928291, -2.507776, -2.488875, 1.808403, -1.584752, 1.543222]"
Q016,"[6.730979, 2.336044, 0.11871, 5.220632, 9.372647, 3.04545, -2.331078, -3.553403, 6.235262, 1.704311, 2.5399, 0.161858, 3.036917, -2.223193, 3.483436, -0.539061]"
Q017,"[0.374563, 0.877137, 3.757667, 0.484008, 4.694195, -4.604842, 4.994574, 4.863448, -5.090306, 0.075414, 1.741183, -1.291743, 1.037469, -0.363042, -3.015049, -3.596937]"
Q018,"[6.603319, 3.488731, 1.100638, 3.874109, 8.926052, 1.750664, -3.990711, -3.016788, 4.298018, 1.814522, 3.094603, 1.402067, 4.142296, -3.271396, 1.813667, -0.088407]"
Q019,"[-0.504267, 0.98058, 3.617346, 0.483324, 3.157853, -4.413602, 4.506552, 5.130931, -3.430122, -0.00363, 3.370502, -3.059044, 0.875488, 0.105918, -3.092268, -3.539847]"
Q020,"[5.831067, 2.295562, 1.045925, 5.044927, 8.761112, 2.034042, -3.278515, -3.502054, 5.555937, 1.924023, 1.22053, 0.652355, 5.17557, -1.150265, 2.69449, 0.422158]"
Q021,"[-3.782208, -2.008418, -1.193737, 3.841346, 2.731581, -0.618848, 4.443854, -4.187551, 0.97147, -4.014394, 1.652775, -2.413862, 1.041705, 1.591207, -6.699773, -1.724851]"
Q022,"[-2.283211, -4.356181, -0.035555, 3.684592, 5.475518, 2.815978, -1.698751, 5.764223, -4.792073, 4.030618, -0.132423, -1.542537, 1.506888, -5.905364, -0.653973, -6.229548]"
Q023,"[2.017134, -1.965134, -2.962466, -0.824652, -4.048636, 1.34215, 2.380095, -0.650785, -5.213844, -1.208684, -1.149411, -2.701552, -2.122227, 2.213522, -1.857507, 1.929806]"
Q024,"[-2.523672, -3.361779, 2.509349, -1.41478, 1.070149, 3.080873, -1.60621, -0.53317, 0.514876, -1.455706, -0.589274, -0.120588, -2.875663, -1.208997, 1.379793, 2.862221]"
