account_id,event_time,amount,balance
A0000,1767250464000,45.25,5419.6
A0000,1771566291000,38.95,4522.3
A0002,1767725058000,49.4,3589.29
A0002,1768017925000,98.27,3479.88
A0003,1771208159000,6.52,1814.55
A0006,1770009697000,180.92,4862.83
A0009,1767284216000,17.72,4789.03
A0009,1769783701000,92.98,4699.77
A0009,1771785416000,33.03,5117.39
A0012,1770184959000,17.36,11217.15
A0016,1769780208000,396.28,5283.45
A0018,1770949598000,30.88,4360.36
A0019,1771436294000,16.61,3965.44
A0019,1771575378000,9.54,3691.31
A0022,1768714806000,12.59,10013.03
A0022,1770112470000,12.45,10065.32
A0023,1770601862000,14.08,6328.42
A0023,1772356071000,33.45,5283.82
A0025,1767309378000,22.69,6954.15
A0027,1768753400000,45.86,3067.45
A0027,1771572993000,85.84,2809.74
A0030,1767248501000,46.88,2557.3
A0031,1772496725000,81.32,6377.78
A0034,1767279166000,16.92,7763.42
A0035,1769697256000,44.31,4746.54
A0036,1767305012000,15.84,4760.83
A0039,1770695372000,55.06,5861.3
A0041,1767283224000,23.28,6795.34
A0041,1768936795000,11.37,6477.62
A0041,1770823960000,14.72,6109.92
A0044,1772075143000,97.18,4038.11
A0045,1770699990000,123.19,7239.46
A0046,1767769513000,34.49,6289.46
A0046,1769894430000,19.11,6145.33
A0047,1772656393000,22.87,2078.88
A0048,1769401890000,17.85,2650.39
A0051,1768394326000,44.66,8139.55
A0051,1769268146000,30.21,8834.72
A0053,1767288442000,16.84,4971.03
A0055,1768872757000,15.04,5887.12
A0055,1769087872000,81.22,5790.86
A0057,1768529836000,12.45,8057.61
A0059,1768500437000,17.97,4188.41
A0061,1767293427000,18.96,7277.92
A0062,1771040975000,126.59,3152.89
A0064,1771881946000,22.09,6397.01
A0066,1769717669000,13.55,8827.53
A0067,1768765534000,80.16,4031.77
A0069,1770165890000,42.37,3048.91
A0071,1767994762000,55.37,2532.06
A0073,1771801611000,17.96,3410.45
A0075,1769285115000,17.05,2862.24
A0076,1770785969000,151.49,8199.29
A0078,1767559437000,71.23,5944.36
A0078,1771100990000,94.07,6494.48
A0080,1767902051000,28.5,3768.06
A0081,1771848574000,35.06,5301.14
A0085,1769373955000,32.44,3119.17
A0086,1772940753000,15.96,1981.04
A0087,1768958837000,28.25,2546.11
A0088,1768338494000,24.37,2311.23
A0090,1769771784000,70.85,5634.95
A0091,1768980766000,20.38,7604.56
A0093,1767276454000,5.24,2638.93
A0095,1768528252000,42.72,5097.42
A0096,1769574868000,46.65,6333.96
A0097,1767498173000,27.21,5300.58
A0097,1772159204000,12.24,4575.79
A0098,1767578517000,8.31,6162.95
A0098,1772510885000,37.79,7213.97
A0099,1770194206000,48.16,8304.1
