account_id,event_time,amount,balance
A0000,1767287689000,23.71,2275.0
A0000,1768638877000,102.31,1799.6
A0000,1768803232000,90.08,482.85
A0000,1768805498000,11.08,773.01
A0000,1769783060000,26.99,834.61
A0000,1771288502000,79.51,841.24
A0000,1771288502000,79.51,841.24
A0000,1771977480000,13.03,587.35
A0000,1772637654000,129.74,953.45
A0000,1774508424000,9.57,879.04
A0001,1767305479000,28.26,1422.38
A0001,1767418246000,156.94,1557.47
A0001,1770116996000,17.3,1380.32
A0001,1770168488000,158.75,1305.67
A0001,1770633612000,74.46,1757.87
A0001,1770633612000,74.46,1757.87
A0001,1773647213000,71.29,1496.16
A0001,1774280541000,58.03,1874.22
A0002,1767256679000,45.16,4322.21
A0002,1768671107000,38.81,3866.07
A0002,1769145446000,18.46,4080.19
A0002,1769145446000,18.46,4080.19
A0002,1770777741000,200.21,4023.03
A0002,1771741563000,27.7,4413.39
A0002,1772206001000,55.92,3651.97
A0002,1773503235000,10.56,3725.22
A0003,1767306086000,11.73,6707.37
A0003,1767413754000,40.89,6349.97
A0003,1768390968000,39.69,6686.38
A0003,1769385691000,14.11,6886.42
A0003,1769922632000,71.5,6928.4
A0003,1770817261000,16.72,7429.9
A0003,1770817261000,16.72,7429.9
A0003,1773579052000,14.17,7072.16
A0003,1773791948000,22.94,6700.23
A0004,1767276759000,7.88,7418.86
A0004,1768995014000,36.84,7589.51
A0004,1769988596000,52.7,7386.32
A0004,1770514675000,143.16,7506.11
A0004,1772244114000,27.36,7696.42
A0004,1772504227000,59.03,7603.62
A0004,1774238121000,19.49,7954.98
A0005,1767280384000,39.17,5464.05
A0005,1767455629000,9.72,5507.97
A0005,1769107331000,14.95,4255.7
A0005,1769175659000,27.4,4577.59
A0005,1769819693000,20.08,4338.47
A0005,1774710087000,82.74,4062.39
A0006,1767230817000,24.39,8882.18
A0006,1769722935000,211.04,9213.44
A0006,1771262663000,23.02,8073.89
A0006,1772528872000,66.14,7873.19
A0006,1774393574000,14.3,7747.49
A0007,1767291557000,71.36,4142.77
A0007,1769536262000,11.21,3877.88
A0007,1770241052000,11.38,3604.26
A0007,1770408469000,77.51,3253.32
A0007,1770504481000,21.51,3128.29
A0007,1770620784000,10.53,2864.75
A0007,1771904328000,33.35,2169.38
A0007,1774441609000,12.79,2082.49
A0008,1767239816000,69.83,77.42
A0008,1768204542000,7.12,-170.87
A0008,1769128173000,8.6,-1258.93
A0008,1770088726000,69.23,-1310.17
A0008,1770472810000,30.69,-1050.79
A0008,1772550116000,44.94,-1234.56
