item_id,embedding,label
I0000,"[-4.693049, -3.784342, 4.629826, 2.319781, -1.606375, -5.55654, -1.286518, 5.416043, 1.007062, -5.557748, -3.86327, -4.421096, 2.542711, 2.701086, 3.627504, 6.425507]",c2
I0001,"[2.73463, 3.218668, 0.853531, -1.347002, 3.454025, 0.486734, 3.172837, 1.286221, -2.107082, -1.113117, 0.537393, -0.342579, 0.618656, 5.587993, -0.372083, 1.383978]",c3
I0002,"[2.319192, 1.588453, 1.419501, -1.183606, 4.341502, 1.241189, 3.106509, 2.472862, -2.045224, -0.707606, 0.881729, -0.563001, 0.049945, 4.553353, 0.471553, 0.884657]",c3
I0003,"[-4.062836, -4.07399, 4.622851, 2.016989, -1.504505, -5.97924, -0.756911, 3.559123, 0.793231, -3.88835, -3.368978, -4.506135, 3.404164, 3.222889, 4.80767, 6.744018]",c2
I0004,"[3.813576, 2.852438, 0.358469, -1.799438, 3.794959, 1.403308, 3.358477, 3.039863, -1.304603, -1.964639, 0.158672, -0.326438, 0.805979, 4.157574, 0.55652, 0.933392]",c3
I0005,"[3.581388, -1.244738, 2.534816, 1.335721, 3.935807, 1.716486, -1.882655, 1.655482, 1.150043, 3.22049, -0.902983, 5.781222, 2.692571, 2.01012, -1.638511, -0.365619]",c0
I0006,"[-1.222007, 1.854711, -4.369801, -2.342613, -0.565711, 3.062164, 0.11101, 1.450186, 3.001825, -0.991952, -3.388218, 2.07838, 1.821963, 0.226078, -1.930351, -4.757469]",c5
I0007,"[3.120354, 2.61118, 1.734963, -2.569023, 3.242713, 1.721553, 2.190144, 1.653213, -1.70047, -2.357476, 0.891305, -0.206851, -0.078737, 4.631892, 0.356964, 0.068841]",c3
I0008,"[0.134677, 0.532431, -2.91428, -1.449329, -0.479245, 2.325802, 0.80682, 1.824319, 2.524858, -1.132755, -4.698665, 1.947687, 3.841405, 0.842063, -2.205135, -4.119847]",c5
I0009,"[5.29968, 0.291891, 2.684168, 0.260383, 4.912062, 0.631102, -2.241391, 0.822293, 1.429874, 1.930739, -0.922635, 4.701462, 3.362966, 0.45556, -1.377951, -0.42606]",c0
I0010,"[-4.68698, 7.663825, -2.777704, -3.172059, -6.796965, 5.85302, -1.036921, 1.447765, -1.20969, 0.40451, 1.512478, 1.014788, -2.454971, -0.855587, -1.893238, 3.938727]",c1
I0011,"[-3.843402, 7.535947, -2.393448, -2.846353, -6.436925, 5.275235, -0.95217, 1.924007, -2.170442, 0.818562, 1.499801, 0.636736, -0.533607, -1.816776, -2.182762, 2.277812]",c1
I0012,"[-0.102666, 0.488725, -3.087903, -0.490372, -0.799757, 1.39838, 2.258453, 1.9644, 2.804561, -1.393696, -4.830504, 1.877566, 3.661295, -0.804314, -0.850125, -3.016262]",c5
I0013,"[4.103817, 2.099753, 1.942678, -2.339254, 4.609907, 1.127213, 3.517573, 2.012033, -2.779648, -1.611395, 0.951183, -1.894449, -0.220514, 5.581836, -0.30627, 1.003633]",c3
I0014,"[3.469854, 0.160209, -1.122122, -0.314436, 0.589514, -3.86245, -4.019652, 2.498295, -6.66041, 0.906471, 2.543528, 1.193343, -1.34245, 0.590959, 1.948862, 1.237267]",c4
I0015,"[1.988116, 0.122826, -2.023021, 0.010301, 0.100895, -2.949147, -4.378017, 2.926612, -5.430224, 1.886331, 2.445065, 0.887471, -0.520841, 0.465038, 1.091559, 1.94122]",c4
I0016,"[4.511069, -0.706193, 3.136391, 1.161477, 4.657289, 1.623032, -2.059164, 1.397186, 0.989904, 2.20722, -1.130397, 5.525751, 1.487154, 1.583453, -1.172466, 0.649341]",c0
I0017,"[2.278365, 0.535964, -1.01049, 0.020963, -0.375007, -3.111243, -3.41375, 2.863703, -5.558877, 1.252739, 2.863569, 1.814949, -0.706688, -0.133764, 1.666699, 1.439776]",c4
I0018,"[-4.817289, -3.673096, 3.834811, 1.272748, -1.789854, -6.185931, -1.904589, 5.519338, 1.075726, -3.395826, -3.194803, -3.805787, 4.959725, 1.070797, 4.29931, 5.983483]",c2
I0019,"[1.804984, 1.993185, -2.457534, -2.23739, 0.005454, 1.615392, 1.155596, 1.460345, 2.540629, -0.916106, -4.326426, 2.504894, 2.010032, -0.828097, -2.092437, -3.65195]",c5
I0020,"[-4.626101, -3.535499, 5.556875, 2.285549, -2.994834, -6.071443, -1.236637, 4.735129, 1.580428, -3.719362, -3.752705, -4.704028, 3.980605, 1.5812, 3.892667, 6.4816]",c2
I0021,"[4.481929, -0.359882, 1.855363, 0.398514, 5.208238, 2.195086, -0.827381, 3.506968, 0.855468, 2.026436, -0.837599, 4.089612, 2.550877, 0.979674, -1.042082, -0.944029]",c0
I0022,"[-3.682359, -3.436786, 3.524669, 0.135507, -2.195176, -5.211013, -0.17431, 4.142439, 0.7371, -4.273751, -4.332929, -4.472431, 4.935521, 1.536208, 3.86308, 5.118834]",c2
I0023,"[-4.344421, 6.433979, -3.077245, -2.903794, -7.677606, 5.642245, -2.098668, 2.461482, -1.190826, 1.090887, 1.86872, 0.931423, -0.965692, -1.420317, -1.573057, 2.039305]",c1
I0024,"[2.902145, -0.126623, -2.146451, -0.250676, -0.76756, -2.13254, -2.432655, 1.674895, -6.276141, 1.708171, 2.200538, -0.12777, 0.069936, 1.423435, 1.026465, 1.70676]",c4
I0025,"[-3.922874, 6.950659, -3.392363, -3.614731, -7.492642, 4.627002, -0.874245, 1.472255, -0.562993, 0.446476, 1.311132, 2.023554, -1.287084, -0.982989, -2.348056, 2.180582]",c1
I0026,"[2.365397, 2.423344, 1.694137, -2.874171, 4.114806, 0.651449, 3.264902, 1.717536, -1.611738, -1.499518, 0.230195, -1.337005, 0.408998, 6.849538, 0.201241, 1.304151]",c3
