user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,-0.1632,0.8559,-0.66,2.1565,1.0058,0.3734,-1.5265,-0.9754
U0001,-0.4438,-1.0278,0.5803,0.0945,0.7813,0.3726,0.9883,0.0091
U0002,1.3761,-1.863,1.9412,1.1283,-1.0717,-0.0566,-0.9467,1.7632
U0003,1.1401,-1.0228,1.7353,-0.0567,1.7655,-0.3614,-0.3718,1.0643
U0004,0.7351,-0.9453,-1.6965,0.7041,-0.6383,-0.6663,-0.8956,-0.6273
U0005,0.8285,-0.2501,0.8884,0.0271,1.0283,-1.4069,0.4143,-0.3189
U0006,-0.6354,0.4962,0.8152,-0.863,0.1193,-0.3722,-0.4232,0.5107
U0007,-0.0052,-0.0011,0.5675,0.4971,1.2871,-1.3083,0.7544,0.5799
U0008,0.0925,2.9129,0.1666,-0.3247,-2.6927,1.5942,1.0259,-0.3674
U0009,-1.0818,-0.9132,-0.3957,1.0544,-0.4025,0.4608,-0.3947,-0.4954
U0010,-0.1787,-0.3037,0.8585,-0.7468,2.6002,1.7665,-0.3802,0.3358
U0011,-0.0772,-1.357,-0.6374,-0.573,0.3097,0.5962,-0.6336,0.6908
U0012,1.2058,-0.0657,1.3688,-1.1674,0.1687,-0.9371,0.92,1.1272
U0013,0.8862,0.4232,-1.0085,-0.7976,0.1304,-2.5511,-1.6735,0.3328
U0014,-0.2606,-1.0151,-0.8866,0.4359,0.8082,-0.0301,-0.1873,-0.4556
U0015,-1.7884,0.4754,-0.1007,1.4977,-0.4148,-1.1707,0.2595,-1.4672
U0016,-0.0533,-0.5632,-1.2517,-0.9857,-0.1776,-0.2371,-0.5666,0.4636
U0017,0.3854,-1.9808,0.3666,-1.5111,-0.4384,1.1246,0.2704,1.0965
U0018,1.5204,1.9322,0.185,-0.3686,-0.7287,-1.0626,-0.5603,0.5103
U0019,-1.7207,1.0115,-0.8005,1.3001,0.0677,-0.3173,-0.0945,0.0214
U0020,-0.5714,-2.313,0.2732,1.2243,-0.6061,-0.1081,-0.4459,-0.4064
U0021,1.7933,-0.5181,-1.32,-0.6782,1.0542,-0.1713,0.0416,1.1883
U0022,-0.3197,0.5744,1.0453,-1.813,0.5253,-0.6448,0.7876,-0.7218
U0023,0.393,0.454,0.0942,-1.5448,-1.3557,-0.1188,-0.5954,-1.9071
U0024,0.4626,0.566,0.2247,-1.2625,1.5307,1.4307,1.1525,0.4506
U0025,-0.2528,1.7787,0.6033,-0.3492,-0.0627,0.708,0.7773,-0.9659
U0026,-1.083,0.3688,1.1743,0.2601,0.9467,-0.8291,-0.3547,1.1218
U0027,-0.4844,-0.0778,-0.0029,-1.4077,0.699,-1.4056,1.151,0.3497
U0028,-0.7962,-0.7548,0.6699,-0.8728,0.4261,1.0618,0.1417,-0.7566
U0029,0.6657,0.1448,0.6941,0.415,-0.0145,0.508,-0.0865,-1.2704
U0030,-0.2152,2.0452,-1.0669,-0.7197,0.0789,-0.5493,-0.0373,1.309
U0031,0.157,-1.1932,0.1898,0.6156,-1.2827,-0.1383,0.1155,1.3612
U0032,0.7405,-0.4193,0.8997,-0.6883,-1.0234,0.6537,0.1357,-0.0569
U0033,-0.1304,0.2551,0.3419,0.9184,0.0184,-1.1434,-1.7559,-0.214
U0034,-0.8315,1.6679,0.1321,0.3905,0.0945,-0.0284,-0.2995,-0.3406
U0035,-0.1421,0.8666,-0.4903,1.575,-0.4662,1.9679,0.2588,-0.6705
U0036,-1.5481,-0.6734,0.0217,-0.3321,1.1655,-1.0038,0.504,-1.0015
U0037,-0.2401,-1.3503,0.4848,1.02,0.9073,-0.3048,-0.3552,-1.2542
U0038,0.3253,-0.8837,-0.0667,0.3353,-0.1862,-1.7141,-1.0574,0.7982
U0039,-0.8118,-0.0507,-0.2106,0.6192,1.0004,1.9766,1.0395,1.1338
